7.10302E-05	0.18	0.083273252	-1	0.617680827	0.748861048	0.652	0.337277863	0.041666667	0.416315049	0.695454545	1	0.131156176	0.48
0.000306936	0	0.254866619	-1	0.538461538	0.731321185	0.789	0.409607059	0.083333333	0.340365682	0.809090909	1	0.240716355	0.432
0.000306711	0	0.254866619	-1	0.538461538	0.81833713	0.611	0.409607059	0.083333333	0.340365682	0.809090909	0.989745528	0.106136423	0.694
0.000363805	0	0.078586878	-1	0.525832377	0.797038724	0.458	0.499913413	0.125	0.312236287	0.85	0.994280675	0.07742955	0.668
0.00077605	0	0.078586878	-1	0.525832377	0.814009112	0.542	0.499913413	0.125	0.312236287	0.85	1	0.140373979	0.724
0.000335483	0	0.078586878	-1	0.525832377	0.732346241	0.587	0.499913413	0.125	0.312236287	0.85	0.992995717	0.13721359	0.574
0.000992288	0.125	0.28370584	-1	0.601607348	0.684738041	0.666	0.458541211	0.208333333	0.437412096	0.690909091	0.996724616	0.327363708	0.458
0.001624592	0.125	0.28370584	-1	0.601607348	0.702961276	0.961	0.490702181	0.208333333	0.437412096	0.690909091	1	0.504345536	0.542
0.002374118	0.125	0.28370584	-1	0.601607348	0.641343964	1	0.501554447	0.208333333	0.437412096	0.690909091	0.974124465	0.788253885	0.33
0.001911073	0.125	0.28370584	-1	0.601607348	0.683826879	0.859	0.5436111	0.208333333	0.437412096	0.690909091	0.974326027	0.450355544	0.378
0.00252753	0.125	0.28370584	-1	0.601607348	0.726309795	0.943	0.523374428	0.208333333	0.437412096	0.690909091	0.988964475	0.538583092	0.3
0.001320241	0.125	0.28370584	-1	0.601607348	0.684396355	0.829	0.513478745	0.208333333	0.437412096	0.690909091	1	0.349486437	0.378
0.00105399	0.125	0.28370584	-1	0.601607348	0.670728929	0.39	0.449503154	0.208333333	0.437412096	0.690909091	0.983875031	0.413747696	0.434
0.007077848	0	0.293439077	-1	0.617680827	0.677562642	0.618	0.388199398	0.166666667	0.431786217	0.954545455	1	0.217540163	0.408
0.007170007	0	0.293439077	-1	0.617680827	0.694305239	0.845	0.367946233	0.166666667	0.431786217	0.954545455	0.957470396	0.270213326	0.364
0.007051211	0	0.293439077	-1	0.617680827	0.664464692	0.565	0.370972663	0.166666667	0.431786217	0.954545455	0.996775006	0.223070845	0.398
0.011845078	0	0.293439077	-1	0.617680827	0.675968109	0.293	0.370972663	0.166666667	0.431786217	0.954545455	0.97467876	0.173294706	0.462
0.008813593	0	0.293439077	-1	0.617680827	0.682232346	0.817	0.351123572	0.166666667	0.431786217	0.954545455	0.974426808	0.386357651	0.35
0.009021626	0	0.293439077	-1	0.617680827	0.621412301	0.366	0.313074671	0.166666667	0.431786217	0.954545455	0.728117914	0.307874638	0.404
0.008157238	0	0.293439077	-1	0.617680827	0.652277904	0.695	0.313074671	0.166666667	0.431786217	0.954545455	0.985008818	0.297076639	0.364
0.014068818	0	0.293439077	-1	0.617680827	0.634396355	0.981	0.313190121	0.166666667	0.431786217	0.954545455	0.94877803	0.553594943	0.272
0.009576044	0	0.293439077	-1	0.617680827	0.679384966	0.892	0.330870408	0.166666667	0.431786217	0.954545455	0.98898967	0.364234922	0.392
0.013851682	0	0.293439077	-1	0.617680827	0.699544419	0.917	0.327951181	0.166666667	0.431786217	0.954545455	1	0.493020806	0.304
0.011108926	0	0.293439077	-1	0.617680827	0.662072893	1	0.337706675	0.166666667	0.431786217	0.954545455	0.994053918	0.52357124	0.29
0.008432143	0	0.293439077	-1	0.617680827	0.674715262	0.941	0.362808725	0.166666667	0.431786217	0.954545455	0.993524817	0.429286279	0.312
